OMNIWeb Plus Browser Results
2025 204  2     3
2025 204  3     2
2025 204  4     2
2025 204  5     4
2025 204  6     8
2025 204  7     7
2025 204  8    -1
2025 204  9    -5
2025 204 10   -10
2025 204 11   -10
2025 204 12    -9
2025 204 13   -11
2025 204 14   -20
2025 204 15   -17
2025 204 16   -12
2025 204 17    -8
2025 204 18    -9
2025 204 19    -9
2025 204 20   -12
2025 204 21   -13
2025 204 22   -14
2025 204 23   -15
2025 205  0   -20
2025 205  1   -24
2025 205  2   -20
2025 205  3   -16
2025 205  4   -13
2025 205  5   -10
2025 205  6    -6
2025 205  7    -1
2025 205  8     0
2025 205  9    -4
2025 205 10    -7
2025 205 11   -11
2025 205 12    -4
2025 205 13    -4
2025 205 14    -7
2025 205 15    -7
2025 205 16    -8
2025 205 17    -9
2025 205 18   -13
2025 205 19   -13
2025 205 20    -9
2025 205 21   -10
2025 205 22   -10
2025 205 23    -5
2025 206  0    -1
2025 206  1     4
2025 206  2     8
2025 206  3     7
2025 206  4     6
2025 206  5     0
2025 206  6     1
2025 206  7     2
2025 206  8     3
2025 206  9     2
2025 206 10     2
2025 206 11     1
2025 206 12     4
2025 206 13     3
2025 206 14     4
2025 206 15     6
2025 206 16     6
2025 206 17     5
2025 206 18     6
2025 206 19     6
2025 206 20     7
2025 206 21     8
2025 206 22     9
2025 206 23    14
2025 207  0    16
2025 207  1    11
2025 207  2     8
2025 207  3     4
2025 207  4     3
2025 207  5     3
2025 207  6     4
2025 207  7     6
2025 207  8    10
2025 207  9    11
2025 207 10    17
2025 207 11    19
2025 207 12    12
2025 207 13    -1
2025 207 14    -4
2025 207 15     1
2025 207 16    -1
2025 207 17     5
2025 207 18    -1
2025 207 19     0
2025 207 20     0
2025 207 21    -2
2025 207 22     0
2025 207 23     0
2025 208  0     0
2025 208  1     1
2025 208  2     1
2025 208  3     3
2025 208  4     5
2025 208  5     9
2025 208  6     6
2025 208  7     9
2025 208  8    10
2025 208  9    11
2025 208 10    10
2025 208 11     6
2025 208 12     8
2025 208 13     9
2025 208 14    10
2025 208 15    10
2025 208 16    18
2025 208 17    24
2025 208 18    25
2025 208 19    22
2025 208 20    19
2025 208 21    14
2025 208 22    15
2025 208 23    18
2025 209  0    18
2025 209  1    16
2025 209  2    12
2025 209  3    12
2025 209  4    14
2025 209  5    16
2025 209  6    17
2025 209  7    18
2025 209  8    19
2025 209  9    16
2025 209 10    14
2025 209 11    14
2025 209 12    12
2025 209 13    10
2025 209 14    10
2025 209 15     5
2025 209 16     1
2025 209 17     2
2025 209 18     4
2025 209 19     7
2025 209 20     8
2025 209 21     5
2025 209 22     4
2025 209 23     7
2025 210  0    12
2025 210  1    10
2025 210  2     8
2025 210  3    15
2025 210  4    16
2025 210  5    17
2025 210  6    13
2025 210  7     7
2025 210  8     7
2025 210  9     5
2025 210 10     1
2025 210 11     3
2025 210 12     4
2025 210 13     5
2025 210 14     7
2025 210 15     9
2025 210 16    15
2025 210 17    16
2025 210 18    21
2025 210 19    20
2025 210 20    19
2025 210 21    15
2025 210 22    14
2025 210 23    12
2025 211  0    12
2025 211  1    15
2025 211  2    13
2025 211  3    11
2025 211  4    11
2025 211  5    11
2025 211  6    12
2025 211  7    13
2025 211  8    16
2025 211  9    17
2025 211 10    19
2025 211 11    14
2025 211 12     9
2025 211 13     3
2025 211 14     0
2025 211 15     2
2025 211 16     9
2025 211 17    12
2025 211 18     7
2025 211 19     8
2025 211 20    11
2025 211 21    12
2025 211 22    10
2025 211 23    10
2025 212  0    10
2025 212  1     9
2025 212  2    15
2025 212  3    16
2025 212  4    18
2025 212  5    16
2025 212  6    16
2025 212  7    12
2025 212  8     8
2025 212  9     7
2025 212 10    13
2025 212 11    11
2025 212 12     8
2025 212 13     9
2025 212 14     6
2025 212 15     4
2025 212 16     2
2025 212 17     4
2025 212 18    10
2025 212 19    13
2025 212 20    12
2025 212 21     9
2025 212 22     5
2025 212 23     8
2025 213  0     1
2025 213  1     0
2025 213  2     1
2025 213  3    -2
2025 213  4    -1
2025 213  5     5
2025 213  6     4
2025 213  7     5
2025 213  8    -1
2025 213  9    -1
2025 213 10     0
2025 213 11     3
2025 213 12    -1
2025 213 13    -2
2025 213 14    -3
2025 213 15    -2
2025 213 16    -4
2025 213 17    -3
2025 213 18    -3
2025 213 19    -2
2025 213 20     0
2025 213 21    -5
2025 213 22    -4
2025 213 23     2
2025 214  0     3
2025 214  1    -3
2025 214  2   -11
2025 214  3   -14
2025 214  4   -13
2025 214  5   -10
2025 214  6   -11
2025 214  7    -9
2025 214  8   -10
2025 214  9   -11
2025 214 10   -11
2025 214 11   -11
2025 214 12   -13
2025 214 13   -11
2025 214 14    -9
2025 214 15    -8
2025 214 16    -9
2025 214 17    -9
2025 214 18    -5
2025 214 19    -8
2025 214 20    -8
2025 214 21    -6
2025 214 22     1
2025 214 23     2
2025 215  0    -1
2025 215  1    -6
2025 215  2    -8
2025 215  3    -5
2025 215  4    -4
2025 215  5    -5
2025 215  6    -3
2025 215  7     0
2025 215  8     0
2025 215  9     0
2025 215 10     0
2025 215 11     1
2025 215 12     0
2025 215 13     2
2025 215 14     4
2025 215 15     4
2025 215 16    -2
2025 215 17    -1
2025 215 18     1
2025 215 19    -4
2025 215 20    -1
2025 215 21    -1
2025 215 22     0
2025 215 23     1
2025 216  0     1
2025 216  1     0
2025 216  2     3
2025 216  3     5
2025 216  4     4
2025 216  5     3
2025 216  6     2
2025 216  7    -3
2025 216  8    -4
2025 216  9    -6
2025 216 10    -8
2025 216 11    -6
2025 216 12    -6
2025 216 13    -4
2025 216 14    -1
2025 216 15    -3
2025 216 16   -10
2025 216 17   -10
2025 216 18    -6
2025 216 19    -4
2025 216 20    -5
2025 216 21    -9
2025 216 22    -9
2025 216 23    -7
2025 217  0    -8
2025 217  1    -9
2025 217  2    -4
2025 217  3    -3
2025 217  4    -8
2025 217  5    -5
2025 217  6    -5
2025 217  7    -5
2025 217  8    -2
2025 217  9    -1
2025 217 10    -1
2025 217 11    -3
2025 217 12    -6
2025 217 13    -6
2025 217 14    -6
2025 217 15    -6
2025 217 16    -7
2025 217 17    -2
2025 217 18     3
2025 217 19    -4
2025 217 20   -11
2025 217 21   -15
2025 217 22    -9
2025 217 23    -7
2025 218  0    -6
2025 218  1    -4
2025 218  2    -2
2025 218  3    -1
2025 218  4     1
2025 218  5     1
2025 218  6     2
2025 218  7     4
2025 218  8     2
2025 218  9     2
2025 218 10    -1
2025 218 11    -1
2025 218 12    -2
2025 218 13     0
2025 218 14     0
2025 218 15    -2
2025 218 16    -6
2025 218 17    -2
2025 218 18     0
2025 218 19    -2
2025 218 20    -3
2025 218 21    -1
2025 218 22    -4
2025 218 23    -4
2025 219  0    -3
2025 219  1    -2
2025 219  2    -1
2025 219  3     0
2025 219  4     0
2025 219  5    -1
2025 219  6     1
2025 219  7     0
2025 219  8    -2
2025 219  9     0
2025 219 10     0
2025 219 11     3
2025 219 12     8
2025 219 13    11
2025 219 14     9
2025 219 15     7
2025 219 16     5
2025 219 17     4
2025 219 18     2
2025 219 19     3
2025 219 20     3
2025 219 21     2
2025 219 22     1
2025 219 23     2
2025 220  0     3
2025 220  1     9
2025 220  2    14
2025 220  3    20
2025 220  4    22
2025 220  5    21
2025 220  6    17
2025 220  7    14
2025 220  8     8
2025 220  9    11
2025 220 10     8
2025 220 11     1
2025 220 12   -16
2025 220 13   -19
2025 220 14    -6
2025 220 15   -18
2025 220 16   -24
2025 220 17   -16
2025 220 18   -16
2025 220 19   -21
2025 220 20   -28
2025 220 21   -36
2025 220 22   -21
2025 220 23    -9
2025 221  0    -9
2025 221  1   -20
2025 221  2   -27
2025 221  3   -41
2025 221  4   -55
2025 221  5   -67
2025 221  6   -69
2025 221  7   -73
2025 221  8   -76
2025 221  9   -75
2025 221 10   -85
2025 221 11   -72
2025 221 12   -76
2025 221 13   -70
2025 221 14   -69
2025 221 15   -69
2025 221 16   -67
2025 221 17   -55
2025 221 18   -49
2025 221 19   -47
2025 221 20   -51
2025 221 21   -45
2025 221 22   -41
2025 221 23   -39
2025 222  0   -44
2025 222  1   -39
2025 222  2   -33
2025 222  3   -27
2025 222  4   -27
2025 222  5   -32
2025 222  6   -35
2025 222  7   -44
2025 222  8   -51
2025 222  9   -51
2025 222 10   -36
2025 222 11   -41
2025 222 12   -45
2025 222 13   -47
2025 222 14   -45
2025 222 15   -42
2025 222 16   -39
2025 222 17   -40
2025 222 18   -40
2025 222 19   -44
2025 222 20   -48
2025 222 21   -40
2025 222 22   -33
2025 222 23   -35
2025 223  0   -33
2025 223  1   -28
2025 223  2   -26
2025 223  3   -27
2025 223  4   -23
2025 223  5   -24
2025 223  6   -24
2025 223  7   -31
2025 223  8   -34
2025 223  9   -30
2025 223 10   -22
2025 223 11   -17
2025 223 12   -20
2025 223 13   -23
2025 223 14   -28
2025 223 15   -32
2025 223 16   -31
2025 223 17   -24
2025 223 18   -19
2025 223 19   -19
2025 223 20   -22
2025 223 21   -22
2025 223 22   -19
2025 223 23   -20
2025 224  0   -21
2025 224  1   -26
2025 224  2   -33
2025 224  3   -34
2025 224  4   -33
2025 224  5   -26
2025 224  6   -23
2025 224  7   -23
2025 224  8   -28
2025 224  9   -28
2025 224 10   -27
2025 224 11   -23
2025 224 12   -22
2025 224 13   -23
2025 224 14   -22
2025 224 15   -23
2025 224 16   -26
2025 224 17   -24
2025 224 18   -19
2025 224 19   -17
2025 224 20   -15
2025 224 21   -19
2025 224 22   -25
2025 224 23   -24
2025 225  0   -25
2025 225  1   -27
2025 225  2   -28
2025 225  3   -28
2025 225  4   -32
2025 225  5   -26
2025 225  6   -25
2025 225  7   -24
2025 225  8   -25
2025 225  9   -24
2025 225 10   -26
2025 225 11   -21
2025 225 12   -19
2025 225 13   -16
2025 225 14   -14
2025 225 15   -15
2025 225 16   -21
2025 225 17   -24
2025 225 18   -20
2025 225 19   -23
2025 225 20   -20
2025 225 21   -25
2025 225 22   -23
2025 225 23   -24
2025 226  0   -20
2025 226  1   -22
2025 226  2   -22
2025 226  3   -20
2025 226  4   -25
2025 226  5   -33
2025 226  6   -38
2025 226  7   -35
2025 226  8   -28
2025 226  9   -23
2025 226 10   -24
2025 226 11   -19
2025 226 12   -20
2025 226 13   -18
2025 226 14   -15
2025 226 15   -13
2025 226 16   -17
2025 226 17   -17
2025 226 18   -16
2025 226 19   -19
2025 226 20   -17
2025 226 21   -14
2025 226 22   -11
2025 226 23    -9
2025 227  0   -13
2025 227  1   -13
2025 227  2   -13
2025 227  3   -16
2025 227  4   -17
2025 227  5   -18
2025 227  6   -20
2025 227  7   -22
2025 227  8   -21
2025 227  9   -17
2025 227 10   -14
2025 227 11   -11
2025 227 12   -14
2025 227 13   -13
2025 227 14   -14
2025 227 15   -17
2025 227 16   -21
2025 227 17   -22
2025 227 18   -20
2025 227 19   -16
2025 227 20   -11
2025 227 21    -8
2025 227 22    -4
2025 227 23     0
2025 228  0    -2
2025 228  1    -3
2025 228  2    -4
2025 228  3    -6
2025 228  4    -6
2025 228  5    -7
2025 228  6    -6
2025 228  7    -5
2025 228  8    -3
2025 228  9    -3
2025 228 10    -3
2025 228 11    -3
2025 228 12    -1
2025 228 13     0
2025 228 14     1
2025 228 15     1
2025 228 16    -4
2025 228 17    -8
2025 228 18    -6
2025 228 19    -6
2025 228 20    -6
2025 228 21    -8
2025 228 22    -7
2025 228 23    -8
2025 229  0    -8
2025 229  1    -7
2025 229  2    -6
2025 229  3    -7
2025 229  4   -10
2025 229  5   -12
2025 229  6   -15
2025 229  7   -12
2025 229  8    -8
2025 229  9    -6
2025 229 10    -4
2025 229 11    -2
2025 229 12    -3
2025 229 13    -6
2025 229 14    -7
2025 229 15    -8
2025 229 16    -9
2025 229 17    -8
2025 229 18    -5
2025 229 19    -2
2025 229 20     1
2025 229 21     4
2025 229 22     8
2025 229 23     9
2025 230  0     9
2025 230  1     8
2025 230  2     7
2025 230  3     8
2025 230  4     8
2025 230  5     9
2025 230  6    10
2025 230  7    11
2025 230  8    11
2025 230  9    10
2025 230 10    10
2025 230 11     3
2025 230 12    -6
2025 230 13    -5
2025 230 14    -1
2025 230 15    -2
2025 230 16    -8
2025 230 17   -10
2025 230 18    -2
2025 230 19     0
2025 230 20     1
2025 230 21     5
2025 230 22     9
2025 230 23    12
2025 231  0     2
2025 231  1     3
2025 231  2    10
2025 231  3    15
2025 231  4     8
2025 231  5    13
2025 231  6    11
2025 231  7    10
2025 231  8     7
2025 231  9     3
2025 231 10     3
2025 231 11    10
2025 231 12    13
2025 231 13     6
2025 231 14     4
2025 231 15     0
2025 231 16     0
2025 231 17     0
2025 231 18   -11
2025 231 19    -9
2025 231 20   -17
2025 231 21   -19
2025 231 22   -11
2025 231 23   -11
2025 232  0   -18
2025 232  1   -23
2025 232  2   -28
2025 232  3   -31
2025 232  4   -27
2025 232  5   -25
2025 232  6   -22
2025 232  7   -21
2025 232  8   -27
2025 232  9   -21
2025 232 10   -14
2025 232 11   -11
2025 232 12   -12
2025 232 13   -13
2025 232 14   -12
2025 232 15   -12
2025 232 16   -10
2025 232 17   -13
2025 232 18   -13
2025 232 19   -13
2025 232 20   -19
2025 232 21   -27
2025 232 22   -25
2025 232 23   -16
2025 233  0   -13
2025 233  1   -12
2025 233  2   -16
2025 233  3   -19
2025 233  4   -12
2025 233  5    -7
2025 233  6    -4
2025 233  7    -2
2025 233  8    -1
2025 233  9     1
2025 233 10     2
2025 233 11     1
2025 233 12    -2
2025 233 13    -2
2025 233 14    -1
2025 233 15    -2
2025 233 16    -4
2025 233 17    -7
2025 233 18   -15
2025 233 19   -16
2025 233 20   -12
2025 233 21   -11
2025 233 22   -10
2025 233 23    -7
2025 234  0    -8
2025 234  1   -12
2025 234  2   -12
2025 234  3    -6
2025 234  4    -4
2025 234  5    -2
2025 234  6    -1
2025 234  7     0
2025 234  8    -1
2025 234  9    -2
2025 234 10     0
2025 234 11     1
2025 234 12    -2
2025 234 13     2
2025 234 14     5
2025 234 15     5
2025 234 16     5
2025 234 17     2
2025 234 18    -2
2025 234 19    -5
2025 234 20    -8
2025 234 21   -10
2025 234 22   -11
2025 234 23    -8
2025 235  0    -6
2025 235  1    -3
2025 235  2    -1
2025 235  3     0
2025 235  4    -4
2025 235  5    -1
2025 235  6    -1
2025 235  7    -2
2025 235  8    -2
2025 235  9    -1
2025 235 10    -1
2025 235 11    -3
2025 235 12    -3
2025 235 13    -2
2025 235 14    -2
2025 235 15    -3
2025 235 16    -1
2025 235 17     1
2025 235 18     2
2025 235 19     1
2025 235 20    -1
2025 235 21     1
2025 235 22     0
2025 235 23    -2
2025 236  0    -2
2025 236  1    -3
2025 236  2    -3
2025 236  3    -3
2025 236  4     2
2025 236  5     5
2025 236  6     8
2025 236  7     7
2025 236  8     5
2025 236  9     4
2025 236 10     4
2025 236 11     1
2025 236 12    -2
2025 236 13    -3
2025 236 14    -1
2025 236 15     5
2025 236 16    15
2025 236 17    19
2025 236 18    15
2025 236 19    14
2025 236 20    14
2025 236 21    15
2025 236 22    14
2025 236 23    10
2025 237  0     9
2025 237  1     6
2025 237  2     4
2025 237  3     9
2025 237  4    11
2025 237  5    12
2025 237  6    13
2025 237  7    12
2025 237  8    13
2025 237  9    14
2025 237 10    17
2025 237 11    18
2025 237 12    18
2025 237 13    20
2025 237 14    12
2025 237 15     5
2025 237 16     9
2025 237 17    14
2025 237 18    14
2025 237 19     6
2025 237 20     3
2025 237 21     1
2025 237 22     3
2025 237 23     3
2025 238  0     3
2025 238  1     4
2025 238  2     2
2025 238  3    -2
2025 238  4   -10
2025 238  5   -21
2025 238  6   -21
2025 238  7   -11
2025 238  8    -7
2025 238  9    -6
2025 238 10    -5
2025 238 11     0
2025 238 12     2
2025 238 13     1
2025 238 14     2
2025 238 15     0
2025 238 16    -2
2025 238 17    -2
2025 238 18    -1
2025 238 19     3
2025 238 20     2
2025 238 21     0
2025 238 22    -4
2025 238 23    -7
2025 239  0    -8
2025 239  1    -4
2025 239  2    -3
2025 239  3     1
2025 239  4     5
2025 239  5     7
2025 239  6     6
2025 239  7     6
2025 239  8     6
2025 239  9     6
2025 239 10     6
2025 239 11     9
2025 239 12     2
2025 239 13    -4
2025 239 14     3
2025 239 15     9
2025 239 16    11
2025 239 17    11
2025 239 18     9
2025 239 19     1
2025 239 20     1
2025 239 21     5
2025 239 22     6
2025 239 23     8
2025 240  0     6
2025 240  1     4
2025 240  2     0
2025 240  3     7
2025 240  4     7
2025 240  5     1
2025 240  6     1
2025 240  7     4
2025 240  8     4
2025 240  9     1
2025 240 10     2
2025 240 11     5
2025 240 12     3
2025 240 13     1
2025 240 14     7
2025 240 15     9
2025 240 16     9
2025 240 17    11
2025 240 18    11
2025 240 19     8
2025 240 20     6
2025 240 21     4
2025 240 22     7
2025 240 23     7
2025 241  0     5
2025 241  1     3
2025 241  2     2
2025 241  3     4
2025 241  4     0
2025 241  5     1
2025 241  6     0
2025 241  7     4
2025 241  8     5
2025 241  9     6
2025 241 10     4
2025 241 11     2
2025 241 12    -4
2025 241 13    -3
2025 241 14     1
2025 241 15     3
2025 241 16     4
2025 241 17     7
2025 241 18     7
2025 241 19     3
2025 241 20     1
2025 241 21     2
2025 241 22     2
2025 241 23     2
2025 242  0    -4
2025 242  1    -9
2025 242  2   -11
2025 242  3    -7
2025 242  4    -4
2025 242  5    -1
2025 242  6     0
2025 242  7    -4
2025 242  8    -6
2025 242  9    -6
2025 242 10    -1
2025 242 11     2
2025 242 12    -2
2025 242 13    -1
2025 242 14     6
2025 242 15     7
2025 242 16     4
2025 242 17     2
2025 242 18     3
2025 242 19     7
2025 242 20    11
2025 242 21    14
2025 242 22    15
2025 242 23    19
2025 243  0    18
2025 243  1    18
2025 243  2    15
2025 243  3    14
2025 243  4    18
2025 243  5    14
2025 243  6    13
2025 243  7    13
2025 243  8    15
2025 243  9    11
2025 243 10    11
2025 243 11    11
2025 243 12     3
2025 243 13     3
2025 243 14     8
2025 243 15     7
2025 243 16     4
2025 243 17     7
2025 243 18     9
2025 243 19    11
2025 243 20     6
2025 243 21     1
2025 243 22     4
2025 243 23     6
2025 244  0     9
2025 244  1    11
2025 244  2    16
2025 244  3    17
2025 244  4    17
2025 244  5    17
2025 244  6    16
2025 244  7    14
2025 244  8    14
2025 244  9    13
2025 244 10    11
2025 244 11    13
2025 244 12     9
2025 244 13    10
2025 244 14    10
2025 244 15    10
2025 244 16     8
2025 244 17     8
2025 244 18     9
2025 244 19     8
2025 244 20     8
2025 244 21    52
2025 244 22    41
2025 244 23    37
2025 245  0    26
2025 245  1     0
2025 245  2     8
2025 245  3    14
2025 245  4    -5
2025 245  5   -10
2025 245  6   -10
2025 245  7     5
2025 245  8    -5
2025 245  9    -1
2025 245 10    14
2025 245 11     5
2025 245 12    -5
2025 245 13    -8
2025 245 14    -4
2025 245 15     3
2025 245 16     2
2025 245 17   -11
2025 245 18   -29
2025 245 19   -37
2025 245 20   -54
2025 245 21   -66
2025 245 22   -78
2025 245 23   -75
2025 246  0   -68
2025 246  1   -62
2025 246  2   -56
2025 246  3   -52
2025 246  4   -50
2025 246  5   -38
2025 246  6   -39
2025 246  7   -41
2025 246  8   -38
2025 246  9   -32
2025 246 10   -27
2025 246 11   -21
2025 246 12   -20
2025 246 13   -23
2025 246 14   -27
2025 246 15   -26
2025 246 16   -26
2025 246 17   -28
2025 246 18   -29
2025 246 19   -27
2025 246 20   -21
2025 246 21   -23
2025 246 22   -25
2025 246 23   -25
2025 247  0   -23
2025 247  1   -20
2025 247  2   -25
2025 247  3   -24
2025 247  4   -20
2025 247  5   -16
2025 247  6   -18
2025 247  7   -20
2025 247  8   -18
2025 247  9   -14
2025 247 10   -10
2025 247 11    -8
2025 247 12   -10
2025 247 13    -9
2025 247 14   -10
2025 247 15   -16
2025 247 16   -22
2025 247 17   -23
2025 247 18   -26
2025 247 19   -35
2025 247 20   -38
2025 247 21   -33
2025 247 22   -30
2025 247 23   -26
2025 248  0   -26
2025 248  1   -22
2025 248  2   -18
2025 248  3   -16
2025 248  4   -11
2025 248  5    -6
2025 248  6    -5
2025 248  7    -6
2025 248  8    -6
2025 248  9   -10
2025 248 10   -15
2025 248 11   -12
2025 248 12    -5
2025 248 13     1
2025 248 14     3
2025 248 15     1
2025 248 16    -1
2025 248 17     1
2025 248 18     1
2025 248 19    -2
2025 248 20    -8
2025 248 21    -6
2025 248 22    -8
2025 248 23   -10
2025 249  0   -14
2025 249  1   -19
2025 249  2   -22
2025 249  3   -26
2025 249  4   -20
2025 249  5   -20
2025 249  6   -24
2025 249  7   -25
2025 249  8   -19
2025 249  9   -16
2025 249 10   -20
2025 249 11   -16
2025 249 12   -26
2025 249 13   -30
2025 249 14   -19
2025 249 15   -10
2025 249 16   -16
2025 249 17   -28
2025 249 18   -50
2025 249 19   -45
2025 249 20   -36
2025 249 21   -35
2025 249 22   -38
2025 249 23   -38
2025 250  0   -36
2025 250  1   -33
2025 250  2   -32
2025 250  3   -33
2025 250  4   -32
2025 250  5   -31
2025 250  6   -31
2025 250  7   -30
2025 250  8   -28
2025 250  9   -27
2025 250 10   -26
2025 250 11   -26
2025 250 12   -25
2025 250 13   -26
2025 250 14   -25
2025 250 15   -25
2025 250 16   -23
2025 250 17   -20
2025 250 18   -17
2025 250 19   -17
2025 250 20   -19
2025 250 21   -24
2025 250 22   -23
2025 250 23   -19
2025 251  0   -19
2025 251  1   -20
2025 251  2   -12
2025 251  3   -12
2025 251  4   -17
2025 251  5   -20
2025 251  6   -20
2025 251  7   -20
2025 251  8   -18
2025 251  9   -23
2025 251 10   -32
2025 251 11   -29
2025 251 12   -21
2025 251 13   -19
2025 251 14   -18
2025 251 15   -23
2025 251 16   -26
2025 251 17   -24
2025 251 18   -21
2025 251 19   -22
2025 251 20   -15
2025 251 21   -19
2025 251 22   -17
2025 251 23   -17
2025 252  0   -14
2025 252  1   -11
2025 252  2    -3
2025 252  3    -8
2025 252  4    -8
2025 252  5    -5
2025 252  6    -5
2025 252  7    -7
2025 252  8    -3
2025 252  9    -3
2025 252 10    -5
2025 252 11    -5
2025 252 12    -7
2025 252 13    -8
2025 252 14    -7
2025 252 15    -8
2025 252 16    -6
2025 252 17    -6
2025 252 18    -9
2025 252 19    -9
2025 252 20   -11
2025 252 21   -21
2025 252 22   -29
2025 252 23   -22
2025 253  0   -23
2025 253  1   -25
2025 253  2   -29
2025 253  3   -32
2025 253  4   -26
2025 253  5   -20
2025 253  6   -17
2025 253  7   -15
2025 253  8   -14
2025 253  9   -12
2025 253 10   -12
2025 253 11   -12
2025 253 12   -10
2025 253 13   -10
2025 253 14   -11
2025 253 15    -8
2025 253 16    -7
2025 253 17    -8
2025 253 18    -5
2025 253 19    -4
2025 253 20    -2
2025 253 21    -5
2025 253 22   -14
2025 253 23   -19
2025 254  0   -19
2025 254  1   -12
2025 254  2   -16
2025 254  3   -19
2025 254  4   -16
2025 254  5   -21
2025 254  6   -30
2025 254  7   -32
2025 254  8   -32
2025 254  9   -29
2025 254 10   -27
2025 254 11   -26
2025 254 12   -25
2025 254 13   -22
2025 254 14   -20
2025 254 15   -18
2025 254 16   -14
2025 254 17   -15
2025 254 18   -11
2025 254 19   -10
2025 254 20    -9
2025 254 21    -8
2025 254 22   -10
2025 254 23    -9
2025 255  0    -4
2025 255  1    -1
2025 255  2     0
2025 255  3    -1
2025 255  4    -4
2025 255  5    -6
2025 255  6    -8
2025 255  7    -8
2025 255  8   -10
2025 255  9   -10
2025 255 10   -16
2025 255 11   -14
2025 255 12   -15
2025 255 13   -15
2025 255 14    -9
2025 255 15    -6
2025 255 16    -7
2025 255 17   -11
2025 255 18   -13
2025 255 19   -14
2025 255 20   -12
2025 255 21   -11
2025 255 22   -10
2025 255 23   -10
2025 256  0   -10
2025 256  1    -4
2025 256  2    -5
2025 256  3    -9
2025 256  4   -11
2025 256  5   -14
2025 256  6   -17
2025 256  7   -16
2025 256  8   -15
2025 256  9   -14
2025 256 10   -12
2025 256 11    -8
2025 256 12    -9
2025 256 13   -12
2025 256 14   -11
2025 256 15    -8
2025 256 16    -8
2025 256 17    -9
2025 256 18    -8
2025 256 19    -5
2025 256 20     0
2025 256 21     3
2025 256 22     5
2025 256 23     4
2025 257  0     2
2025 257  1     5
2025 257  2     6
2025 257  3     3
2025 257  4     5
2025 257  5     7
2025 257  6     6
2025 257  7     9
2025 257  8     5
2025 257  9     2
2025 257 10     1
2025 257 11     1
2025 257 12    -1
2025 257 13    -1
2025 257 14     3
2025 257 15    11
2025 257 16    19
2025 257 17    26
2025 257 18    26
2025 257 19    29
2025 257 20    22
2025 257 21    23
2025 257 22    20
2025 257 23     8
2025 258  0   -35
2025 258  1   -70
2025 258  2   -77
2025 258  3   -70
2025 258  4   -77
2025 258  5   -78
2025 258  6   -75
2025 258  7   -71
2025 258  8   -51
2025 258  9   -46
2025 258 10   -47
2025 258 11   -39
2025 258 12   -43
2025 258 13   -48
2025 258 14   -42
2025 258 15   -38
2025 258 16   -39
2025 258 17   -40
2025 258 18   -36
2025 258 19   -43
2025 258 20   -41
2025 258 21   -46
2025 258 22   -44
2025 258 23   -42
2025 259  0   -47
2025 259  1   -36
2025 259  2   -36
2025 259  3   -32
2025 259  4   -27
2025 259  5   -26
2025 259  6   -25
2025 259  7   -27
2025 259  8   -24
2025 259  9   -25
2025 259 10   -23
2025 259 11   -20
2025 259 12   -21
2025 259 13   -24
2025 259 14   -26
2025 259 15   -22
2025 259 16   -21
2025 259 17   -22
2025 259 18   -22
2025 259 19   -23
2025 259 20   -19
2025 259 21   -22
2025 259 22   -20
2025 259 23   -16
2025 260  0   -12
2025 260  1   -12
2025 260  2   -14
2025 260  3   -14
2025 260  4   -12
2025 260  5   -12
2025 260  6   -15
2025 260  7   -22
2025 260  8   -24
2025 260  9   -21
2025 260 10   -19
2025 260 11   -17
2025 260 12   -15
2025 260 13   -17
2025 260 14   -17
2025 260 15   -15
2025 260 16   -18
2025 260 17   -20
2025 260 18   -18
2025 260 19   -20
2025 260 20   -19
2025 260 21   -18
2025 260 22   -16
2025 260 23   -11
2025 261  0    -6
2025 261  1    -4
2025 261  2    -5
2025 261  3    -6
2025 261  4    -5
2025 261  5    -4
2025 261  6    -6
2025 261  7    -8
2025 261  8    -8
2025 261  9   -10
2025 261 10   -12
2025 261 11   -15
2025 261 12   -15
2025 261 13   -11
2025 261 14   -11
2025 261 15   -10
2025 261 16   -11
2025 261 17   -12
2025 261 18   -12
2025 261 19   -14
2025 261 20   -10
2025 261 21    -9
2025 261 22    -9
2025 261 23    -9
2025 262  0    -8
2025 262  1    -6
2025 262  2    -7
2025 262  3    -7
2025 262  4    -5
2025 262  5    -3
2025 262  6    -3
2025 262  7    -3
2025 262  8    -2
2025 262  9     0
2025 262 10    -1
2025 262 11     1
2025 262 12     2
2025 262 13     4
2025 262 14     4
2025 262 15     2
2025 262 16     1
2025 262 17     1
2025 262 18     3
2025 262 19     4
2025 262 20     7
2025 262 21     8
2025 262 22     7
2025 262 23     7
2025 263  0     6
2025 263  1     7
2025 263  2    10
2025 263  3     7
2025 263  4     3
2025 263  5    -1
2025 263  6    -2
2025 263  7     0
2025 263  8     0
2025 263  9     2
2025 263 10     3
2025 263 11     1
2025 263 12     0
2025 263 13     0
2025 263 14     2
2025 263 15     4
2025 263 16     4
2025 263 17     2
2025 263 18     3
2025 263 19     4
2025 263 20     6
2025 263 21     7
2025 263 22     8
2025 263 23     8
2025 264  0     9
2025 264  1     9
2025 264  2    10
2025 264  3    13
2025 264  4    14
2025 264  5    14
2025 264  6    13
2025 264  7    13
2025 264  8    13
2025 264  9    13
2025 264 10    13
2025 264 11    14
2025 264 12    13
2025 264 13    10
2025 264 14    11
2025 264 15    10
2025 264 16    11
